geonameid;name;asciiname;altnames;lat;long;fclass;fcode;ccode;cc2;acode1;acode2;acode3;acode4;pop;elev;gtopo;tz;mdate
503878;Pustoshka;Pustoshka;Pustoshka,Pustosjka,Пустошка;56.33547;29.36901;P;PPL;RU;;60;;;;5253;;161;Europe/Moscow;17.01.2012
540769;Kropachvo;Kropachevo;KROPACHEVO,Kropachevo,Kropachjovo,Kropachvo,Kropatsjevo,КРОПАЧЕВО,Кропачёво;55.0112;57.9896;P;PPL;RU;;13;;;;5252;;397;Asia/Yekaterinburg;17.01.2012
1485284;Zelenogorskiy;Zelenogorskiy;ZELENOGORSKIJ,Zelenogorskij,Zelenogorskiy,ЗЕЛЕНОГОРСКИЙ;55.03333;87;P;PPL;RU;;29;;;;5249;;211;Asia/Novokuznetsk;17.01.2012
492112;Slavsk;Slavsk;Genrikhsval'de,Genrikhsval’de,Heinrichswalde,Khaynrikhsval'de,Khaynrikhsval’de,Khayrikhsval'de,Khayrikhsval’de,SLAVSK,Slavsk,Slawsk,СЛАВСК,Славск;55.0425;21.67704;P;PPL;RU;;23;;;;5248;;2;Europe/Kaliningrad;17.01.2012
520769;Nizhniye Achaluki;Nizhniye Achaluki;Nizhne-Atsylyk,Nizhnie Achaluki,Nizhniy Atsylyk,Nizhniye Achaluki,Nizjnije Atsjaluki,Нижние Ачалуки;43.4028;44.75908;P;PPL;RU;;19;;;;5247;;381;Europe/Moscow;17.01.2012
548747;Kiknur;Kiknur;KIKNUR,Kiknur,КИКНУР,Кикнур;57.30341;47.20106;P;PPL;RU;;33;;;;5246;;113;Europe/Volgograd;17.01.2012
1497406;Nizhnyaya Omka;Nizhnyaya Omka;Nizh.Omka,Nizhne-Omka,Nizhnjaja Omka,Nizhnyaya Omka,Nizhnyaya Omskaya,Ниж.Омка,Нижняя Омка;55.43376;74.94256;P;PPL;RU;;54;;;;5246;;100;Asia/Omsk;17.01.2012
484290;Tarumovka;Tarumovka;Tarumovka,Тарумовка;44.07606;46.53613;P;PPL;RU;;17;;;;5245;;242;Europe/Moscow;17.01.2012
1505946;Ikovka;Ikovka;Ikovka,Иковка;55.60889;64.9375;P;PPL;RU;;40;;;;5243;;135;Asia/Yekaterinburg;17.01.2012
504840;Proletariy;Proletariy;PROLETARIJ,Proletarij,Proletariy,ПРОЛЕТАРИЙ,Пролетарий;58.43423;31.70462;P;PPL;RU;;52;;;;5240;;24;Europe/Moscow;17.01.2012
1495260;Pervomayskiy;Pervomayskiy;Pervomajskij,Pervomayskiy,Pervomayskoye,Первомайский;52.9173;81.6624;P;PPL;RU;;4;;;;5238;;226;Asia/Omsk;17.01.2012
486848;Sudislavl’;Sudislavl';SUDISLAVL',Sudislavl,Sudislavl',Sudislavl’,СУДИСЛАВЛЬ,Судиславль;57.88175;41.70829;P;PPL;RU;;37;;;;5236;;128;Europe/Moscow;17.01.2012
1540905;Roshchino;Roshchino;Roshchino,Roshhino,Рощино;55.3093;61.2635;P;PPL;RU;;13;;;;5231;;240;Asia/Yekaterinburg;20.01.2012
576147;Blagodatnoye;Blagodatnoye;Berestovka,Blagodatnoe,Blagodatnoje,Blagodatnoye,Благодатное;45.39972;42.58667;P;PPL;RU;;70;;;;5230;;212;Europe/Moscow;17.01.2012
518928;Novodmitriyevskaya;Novodmitriyevskaya;Novaya Dmitriyevskaya,Novodmitrievskaja,Novodmitrijevskaja,Novodmitriyevskaya,Новодмитриевская;44.83472;38.87722;P;PPL;RU;;38;;;;5230;;35;Europe/Moscow;17.01.2012
1487164;Veseloyarsk;Veseloyarsk;Veselojarsk,Veseloyarsk,Veseloyarskoye,Veselyy Yar,Веселоярск;51.28737;81.10703;P;PPL;RU;;4;;;;5230;;224;Asia/Omsk;04.08.2012
501091;Rovnoye;Rovnoye;ROVNOE,Rovnoe,Rovnoje,Rovnoye,Zel'man,Zel’man,РОВНОЕ,Ровное;50.7765;46.05086;P;PPL;RU;;67;;;;5228;;20;Europe/Volgograd;17.01.2012
557992;Gumrak;Gumrak;GUMRAK,Gumrak,Gumrik,ГУМРАК,Гумрак;48.78255;44.3824;P;PPL;RU;;84;;;;5227;;146;Europe/Volgograd;17.01.2012
1487599;Verkh-Chebula;Verkh-Chebula;Verkh-Chebula,Verkh-Tsjebula,Verkhne Chebulinskoye,Verkhne-Chebula,Verkhnyaya Chebula,Верх-Чебула;56.03062;87.62215;P;PPL;RU;;29;;;;5224;;156;Asia/Novokuznetsk;04.08.2012
2016651;Shkotovo;Shkotovo;SHKOTOVO,Schkotowo,Shkatova,Shkotovo,Sjkotovo,ШКОТОВО,Шкотово;43.3196;132.3519;P;PPL;RU;;59;;;;5221;;8;Asia/Vladivostok;05.04.2012
529610;Manas;Manas;MANASKENT,Manas,Manaskent,МАНАСКЕНТ,Манас;42.72749;47.67846;P;PPL;RU;;17;;;;5216;;56;Europe/Moscow;17.01.2012
6417535;Mosrentgen;Mosrentgen;Mosrentgen,Poselok Zavoda Mosrentgen,Poslok Zavoda Mosrentgen,Мосрентген;55.6197;37.46402;P;PPL;RU;;47;;;;5214;;211;Europe/Moscow;20.01.2012
2027740;Amurzet;Amurzet;Amurzet,Амурзет;47.6942;131.0911;P;PPL;RU;;89;;;;5213;;67;Asia/Vladivostok;28.02.2012
489290;Stanovoye;Stanovoye;Ploskoe,Ploskoye,Stanovaja,Stanovoe,Stanovoye,Плоское,Становая,Становое;52.76384;38.35818;P;PPL;RU;;43;;;;5211;;220;Europe/Moscow;17.01.2012
2013225;Rechka-Vydrino;Rechka-Vydrino;Rechka Vydrino,Rechka-Vydrino,VYDRINO,Vodrinskiy,Vydrino,Vydrinski,Vydrinskiy,ВЫДРИНО,Речка-Выдрино;51.4892;104.8429;P;PPL;RU;;11;;;;5211;;459;Asia/Irkutsk;28.02.2012
557984;Gundorovskiy;Gundorovskiy;Gundorov,Gundorovskij,Gundorovskiy,Гундоровский;46.78047;41.8968;P;PPL;RU;;61;;;;5210;;68;Europe/Moscow;17.01.2012
532092;Makhalino;Makhalino;Makhalino,Novyy Kryazhim,Махалино;53.08544;46.22108;P;PPL;RU;;57;;;;5210;;223;Europe/Moscow;17.01.2012
558487;Grivenskaya;Grivenskaya;Grivenskaja,Grivenskaya,Гривенская;45.6473;38.17597;P;PPL;RU;;38;;;;5208;;255;Europe/Moscow;17.01.2012
478050;Ust’-Kulom;Ust'-Kulom;Ust'-Kulom,Ust-Kulom,Ust’-Kulom,Усть-Кулом;61.68636;53.6902;P;PPL;RU;;34;;;;5205;;146;Europe/Moscow;17.01.2012
581989;Andreyevo;Andreyevo;ANDREEVO,Andreevo,Andreyevo,Andreyevskiy,Poselok Andreyevskiy,Poslok Andreyevskiy,АНДРЕЕВО,Андреево;55.9465;41.1505;P;PPL;RU;;83;;;;5204;;168;Europe/Moscow;17.01.2012
553310;Kamyshevatskaya;Kamyshevatskaya;Kamishevatskaya,Kamuishevat,Kamyschewatkaja,Kamyshevatka,Kamyshevatskaja,Kamyshevatskaya,Kamyshyevat,Kamysjevatskaja,Камышеватская;46.41316;37.95632;P;PPL;RU;;38;;;;5201;;13;Europe/Moscow;17.01.2012
474354;Verkhovazh’ye;Verkhovazh'ye;Verkhovazh'e,Verkhovazh'ye,Verkhovazh’ye,Verkhovazje,Верховажье;60.74717;42.04652;P;PPL;RU;;85;;;;5200;;81;Europe/Moscow;17.01.2012
1509929;Bobrovskiy;Bobrovskiy;BOBROVSKIJ,Bobrovskij,Bobrovskiy,Bobrovskoye,БОБРОВСКИЙ,Бобровский;56.6732;60.9807;P;PPL;RU;;71;;;;5198;;211;Asia/Yekaterinburg;17.01.2012
542143;Krasnoyarskaya;Krasnoyarskaya;Krasnojarskaja,Krasnoyarskaya,Krasnoyarskiy,Красноярская;47.6501;42.0443;P;PPL;RU;;61;;;;5198;;25;Europe/Moscow;17.01.2012
523210;Alpatovo;Alpatovo;Alpatov,Alpatovo,Naurskiy,Алпатово;43.7028;45.24154;P;PPL;RU;;12;;;;5192;;93;Europe/Moscow;17.01.2012
532518;Lyubokhna;Lyubokhna;LJUBOKHNA,Ljubokhna,Lyubokhna,ЛЮБОХНА,Любохна;53.50332;34.38847;P;PPL;RU;;10;;;;5188;;164;Europe/Moscow;17.01.2012
511592;Peno;Peno;PENO,Peno,ПЕНО,Пено;56.92624;32.74262;P;PPL;RU;;77;;;;5187;;215;Europe/Moscow;17.01.2012
564098;Durgeli;Durgeli;Dorgeli,Durgeli,Доргели,Дургели;42.667;47.29435;P;PPL;RU;;17;;;;5185;;657;Europe/Moscow;17.01.2012
552862;Karaidel’;Karaidel';Karaidel,Karaidel',Karaidel’,Караидель;55.83372;56.90692;P;PPL;RU;;8;;;;5184;;206;Asia/Yekaterinburg;17.01.2012
518346;Novopetrovskoye;Novopetrovskoye;Novopetrovskoe,Novopetrovskoje,Novopetrovskoye,Новопетровское;55.99278;36.47194;P;PPL;RU;;47;;;;5184;;262;Europe/Moscow;17.01.2012
2013865;Ust’-Uda;Ust'-Uda;Ust'-Uda,Ust-Uda,Ust’-Uda,Усть-Уда;54.1742;103.0304;P;PPL;RU;;20;;;;5169;;433;Asia/Irkutsk;17.01.2012
480301;Turgenevo;Turgenevo;TURGENEVO,Turgenevo,ТУРГЕНЕВО,Тургенево;54.84554;46.32968;P;PPL;RU;;46;;;;5168;;97;Europe/Moscow;17.01.2012
1495613;Pankrushikha;Pankrushikha;Pankrushikha,Pankrusjikha,Панкрушиха;53.83194;80.34056;P;PPL;RU;;4;;;;5160;;164;Asia/Omsk;17.01.2012
866055;Priladozhskiy;Priladozhskiy;Priladozhskij,Priladozhskiy,Priladozjskij,Приладожский;59.85;31.48333;P;PPL;RU;;42;;;;5159;;54;Europe/Moscow;20.01.2012
500060;Ryazanskaya;Ryazanskaya;Rayazanskaya,Riazanskaia,Rjazanskaja,Ryazanskaya,Ryazanskoye,Рязанская;44.95528;39.58894;P;PPL;RU;;38;;;;5157;;65;Europe/Moscow;17.01.2012
1487504;Verkh-Neyvinskiy;Verkh-Neyvinskiy;Verkhne-Neivinsk,Verkhne-Neyvinskiy,Verkhneivinsk,Verkhniye-Nevinsk;57.27013;60.13762;P;PPL;RU;;71;;;;5156;;303;Asia/Yekaterinburg;09.03.2009
497984;Sechenovo;Sechenovo;Sechenovo,Setsjenovo,Teply Stan,Teplyy Stan,Tply Stan,Tplyy Stan,Сеченово;55.22444;45.89056;P;PPL;RU;;51;;;;5151;;171;Europe/Moscow;17.01.2012
2027275;Bada;Bada;Bada,Бада;51.392;109.8717;P;PPL;RU;;93;;;;5149;;771;Asia/Yakutsk;17.01.2012
1486371;Yarkovo;Yarkovo;Jarkovo,Yarkova,Yarkovo,Ярково;54.8056;82.5989;P;PPL;RU;;53;;;;5149;;144;Asia/Novosibirsk;17.01.2012
552974;Karabash;Karabash;KARABASH,Karabash,Karabasj,КАРАБАШ,Карабаш;54.693;52.58359;P;PPL;RU;;73;;;;5149;;144;Europe/Moscow;17.01.2012
483575;Tploye;Teploye;Teploe,Teploje,Teploye,Tploye,Теплое;53.62022;37.59026;P;PPL;RU;;76;;;;5149;;239;Europe/Moscow;17.01.2012
580227;Avsyunino;Avsyunino;Avsiunino,Avsjunino,Avsyunino,Авсюнино;55.56516;39.12324;P;PPL;RU;;47;;;;5148;;149;Europe/Moscow;17.01.2012
572706;Bamut;Bamut;Bamut,Bomut,Bukovka,Bummat,Bummate,Nizhniy Bamut,Бамут,Буковка,Буммат,Буммате;43.15986;45.19734;P;PPL;RU;;19;;;;5148;;350;Europe/Moscow;17.01.2012
1511538;Antipino;Antipino;Antipina,Antipino,Антипино;57.10679;65.75755;P;PPL;RU;;78;;;;5147;;67;Asia/Yekaterinburg;17.01.2012
488206;Starozhilovo;Starozhilovo;STAROZHILOVO,Starozhilovo,Starozjilovo,СТАРОЖИЛОВО,Старожилово;54.2254;39.916;P;PPL;RU;;62;;;;5147;;129;Europe/Moscow;17.01.2012
2023918;Gornyye Klyuchi;Gornyye Klyuchi;Gornye Kljuchi,Gornye-Kljutsji,Gornyye Klyuchi,Горные Ключи;45.25;133.5;P;PPL;RU;;59;;;;5146;;74;Asia/Vladivostok;17.01.2012
1538641;Kedrovyy;Kedrovyy;Kedrovyj,Kedrovyy,Krasnoyarsk-66,Кедровый;56.28232;91.5376;P;PPL;RU;;91;;;;5142;;286;Asia/Krasnoyarsk;05.08.2012
487441;Stolbovaya;Stolbovaya;STOLBOVAJA,Stolbovaja,Stolbovaya,СТОЛБОВАЯ,Столбовая;55.25022;37.49249;P;PPL;RU;;47;;;;5142;;187;Europe/Moscow;17.01.2012
514052;Ostrovskoye;Ostrovskoye;Ostrovskoe,Ostrovskoje,Ostrovskoye,Semenovskoye,Островское;57.80574;42.24332;P;PPL;RU;;37;;;;5138;;136;Europe/Moscow;17.01.2012
1488774;Tyukhtet;Tyukhtet;Tjukhtet,Tyukhtet,Тюхтет;56.53939;89.31221;P;PPL;RU;;91;;;;5138;;200;Asia/Krasnoyarsk;04.08.2012
2025456;Chernyshevskiy;Chernyshevskiy;CHERNYSHEVSKIJ,Chernyshevskij,Chernyshevskiy,Tsjernysjevskij,ЧЕРНЫШЕВСКИЙ,Чернышевский;63.01278;112.47139;P;PPL;RU;;63;;;;5137;;378;Asia/Yakutsk;17.01.2012
568085;Chiri-Yurt;Chiri-Yurt;Cemzavod,Chir-Yurt,Chiri-Jurt,Chiri-Yurt,Chu'jrin-Ehvl,Ciri-Jurt,Cuyrin-Evl,Nadrec'e,Nadrech'e,Nadrech'ye,Nadrech’ye,Nadre’e,Tsjiri-Jurt,yrin-Evl,iri-Jurt,Надречье,Цемзавод,Чири-Юрт,Чуьйрин-Эвл;43.08869;45.74322;P;PPLX;RU;;12;;;;5136;;314;Europe/Moscow;28.02.2012
1510709;Bayevo;Bayevo;Baevo,Bajevo,Bayevo,Баево;53.28333;80.76667;P;PPL;RU;;4;;;;5134;;116;Asia/Omsk;17.01.2012
518701;Novokorsunskaya;Novokorsunskaya;Novokorsunskaja,Novokorsunskaya,Новокорсунская;45.6408;39.14641;P;PPL;RU;;38;;;;5133;;15;Europe/Moscow;17.01.2012
517926;Novosmolinskiy;Novosmolinskiy;Novosmolinskij,Novosmolinskiy,Smolino Vtoroye,Новосмолинский;56.2841;43.05071;P;PPL;RU;;51;;;;5128;;119;Europe/Moscow;17.01.2012
1507059;Dvurechensk;Dvurechensk;DVURECHENSK,Dvurechensk,Dvuretsjensk,Khrompik,ДВУРЕЧЕНСК,Двуреченск;56.5982;61.0953;P;PPL;RU;;71;;;;5121;;198;Asia/Yekaterinburg;17.01.2012
515921;Takhtamukay;Takhtamukay;Khakurate,Oktyabr'skiy,Oktyabr’skiy,Takhtamukaj,Takhtamukay,Tokhtamukay,Тахтамукай;44.9215;38.99583;P;PPL;RU;;1;;;;5120;;34;Europe/Moscow;17.01.2012
504416;Pryamitsyno;Pryamitsyno;PRJAMICYNO,Prjamicyno,Prjamitsyno,Pryamitsino,Pryamitsyno,ПРЯМИЦЫНО,Прямицыно;51.6561;35.9314;P;PPL;RU;;41;;;;5120;;159;Europe/Moscow;17.01.2012
537238;Ladovskaya Balka;Ladovskaya Balka;Lad-Balka,Ladovskaja Balka,Ladovskaya Balka,Ladovsko-Balkovskoye,Ладовская Балка;45.62965;41.40231;P;PPL;RU;;70;;;;5117;;99;Europe/Moscow;17.01.2012
505581;Pravokumskoye;Pravokumskoye;Pravokumskoe,Pravokumskoje,Pravokumskoye,Правокумское;44.76944;44.64722;P;PPL;RU;;70;;;;5117;;88;Europe/Moscow;17.01.2012
490108;Sotnikovskoye;Sotnikovskoye;Sotnikovskoe,Sotnikovskoje,Sotnikovskoye,Сотниковское;45.00389;43.77722;P;PPL;RU;;70;;;;5116;;126;Europe/Moscow;17.01.2012
489868;Spas-Demensk;Spas-Demensk;Spas Demensko,Spas-Demensk,Спас-Деменск;54.41222;34.02257;P;PPL;RU;;25;;;;5114;;226;Europe/Moscow;17.01.2012
577630;Belyayevka;Belyayevka;Beljaevka,Belyayevka,Belyayevskiy,Беляевка;51.39742;51.39742;P;PPL;RU;;55;;;;5110;;38;Asia/Yekaterinburg;17.01.2012
505269;Primorsk;Primorsk;B'yerke,Bjoerkoe,Bjorko,Bjrk,B’yrk,Koivisto,Koyvisto,PRIMORSK,Primorsk,ПРИМОРСК,Приморск;60.36593;28.60737;P;PPL;RU;;42;;;;5107;;-9999;Europe/Moscow;21.03.2012
561560;Gergebil’;Gergebil';Geregebil',Geregebil’,Gergebel',Gergebel’,Gergebil,Gergebil',Gergebil’,Гергебиль;42.50472;47.06611;P;PPL;RU;;17;;;;5107;;729;Europe/Moscow;17.01.2012
522402;Neverkino;Neverkino;Neverkino,Неверкино;52.78541;46.74174;P;PPL;RU;;57;;;;5105;;228;Europe/Moscow;17.01.2012
1495259;Pervomayskoye;Pervomayskoye;Pervomajskoe,Pervomajskoje,Pervomayskoye,Sredne-Krayushkino,Первомайское;53.72111;84.01833;P;PPL;RU;;4;;;;5103;;192;Asia/Omsk;17.01.2012
1494523;Polovinnoye;Polovinnoye;Polovinnoe,Polovinnoje,Polovinnoye,Половинное;54.79139;65.98639;P;PPL;RU;;40;;;;5103;;148;Asia/Yekaterinburg;17.01.2012
6610370;Chistyye Bory;Chistyye Bory;;58.36472;41.62778;P;PPL;RU;;37;;;;5103;;111;Europe/Moscow;25.07.2007
573709;Bol’shoye Boldino;Bol'shoye Boldino;Bol'shoe Boldino,Bol'shoye Boldino,Bol’shoye Boldino,Большое Болдино;55.00588;45.31419;P;PPL;RU;;51;;;;5100;;192;Europe/Moscow;17.01.2012
522312;Nezhinka;Nezhinka;Nezhenka,Nezhinka,Nezjinka,Нежинка;51.7676;55.3694;P;PPL;RU;;55;;;;5100;;100;Asia/Yekaterinburg;17.01.2012
2015428;Tayturka;Tayturka;TAJTURKA,Taiturka,Tajturka,Tayturka,ТАЙТУРКА,Тайтурка;52.86917;103.46083;P;PPL;RU;;20;;;;5100;;410;Asia/Irkutsk;17.01.2012
477940;Ust’-Tsil’ma;Ust'-Tsil'ma;Ust'-Cil'ma,Ust'-Tsil'ma,Ust-Tsilma,Ust’-Tsil’ma,Усть-Цильма;65.44104;52.14978;P;PPL;RU;;34;;;;5100;;49;Europe/Moscow;17.01.2012
519033;Novobataysk;Novobataysk;Novobatajsk,Novobataysk,Новобатайск;46.89806;39.78194;P;PPL;RU;;61;;;;5097;;13;Europe/Moscow;17.01.2012
582544;Ali-Berdukovskiy;Ali-Berdukovskiy;Ali-Berdukovskij,Ali-Berdukovskiy,Aliberdukovskaya,Али-Бердуковский;43.98952;41.74212;P;PPL;RU;;27;;;;5093;;738;Europe/Moscow;17.01.2012
539284;Kumny;Kumeny;KUMENY,Kumeny,Kumjony,Kumny,КУМЕНЫ,Кумёны;58.10887;49.91614;P;PPL;RU;;33;;;;5090;;185;Europe/Volgograd;17.01.2012
470473;Vygonichi;Vygonichi;VYGONICHI,Vygonichi,Vygonitsji,ВЫГОНИЧИ;53.09855;34.06728;P;PPL;RU;;10;;;;5086;;183;Europe/Moscow;17.01.2012
493184;Shvartsevskiy;Shvartsevskiy;Poselok Imeni Shvartsa,Poslok Imeni Shvartsa,SHVARCEVSKIJ,Shvarcevskij,Shvartsevskiy,Sjvartsevskij,ШВАРЦЕВСКИЙ,Шварцевский;54.09174;37.99053;P;PPL;RU;;76;;;;5083;;226;Europe/Moscow;28.02.2012
521931;Nikolayevka;Nikolayevka;NIKOLAEVKA,Nikolaevka,Nikolajevka,Nikolayevka,НИКОЛАЕВКА,Николаевка;54.1451;45.1444;P;PPL;RU;;46;;;;5081;;147;Europe/Moscow;17.01.2012
515186;Opalikha;Opalikha;Opalikha,Опалиха;55.82593;37.25278;P;PPL;RU;;47;;;;5081;;188;Europe/Moscow;17.01.2012
2016961;Sergeyevka;Sergeyevka;Sergeevka,Sergejevka,Sergeyevka,Sergeyevskoye,Sergyeeuka,Sergyyevka,Сергеевка;43.347;133.3563;P;PPL;RU;;59;;;;5081;;186;Asia/Vladivostok;05.04.2012
2017364;Russkiy;Russkiy;Russkij,Russkiy,Русский;43.0224;131.8601;P;PPL;RU;;59;;;;5080;;10;Asia/Vladivostok;28.02.2012
515687;Olenino;Olenino;OLENINO,Olenino,Oljenin,ОЛЕНИНО,Оленино;56.20917;33.48888;P;PPL;RU;;77;;;;5079;;252;Europe/Moscow;17.01.2012
478538;Uryv-Pokrovka;Uryv-Pokrovka;Uryv,Uryv-Pokovka,Uryv-Pokrovka,Uryvo-Pokrovskoye,Урыв,Урыв-Покровка;51.1159;39.16394;P;PPL;RU;;86;;;;5074;;92;Europe/Moscow;17.01.2012
516780;Nozhay-Yurt;Nozhay-Yurt;Andalaly,Andalely,Nazhin-Jurt,Nazin-Yurt,Nozaj-Jurt,Nozhaj-Jurt,Nozhay-Yurt,Nozhayt-Yurt,Nozjaj-Jurt,Noaj-Jurt,Андалалы,Нажин-Юрт,Ножай-Юрт;43.0929;46.37868;P;PPL;RU;;12;;;;5073;;490;Europe/Moscow;04.08.2012
522508;Nesterov;Nesterov;Ebenrode,NESTEROV,Nesterov,Nesterovas,Nesterow,Niestierow,Shtallupenen,Shtallupnen,Stallupenen,Stallupoenen,Stalluponen,Stallupnen,НЕСТЕРОВ,Нестеров;54.63056;22.57139;P;PPL;RU;;23;;;;5071;;68;Europe/Kaliningrad;17.01.2012
471909;Vorontsovka;Vorontsovka;Voroncovka,Vorontsovka,Vorortsovka,Воронцовка;50.6132;40.3549;P;PPL;RU;;86;;;;5067;;91;Europe/Moscow;17.01.2012
558998;Grebenskaya;Grebenskaya;Grebenskaja,Grebenskaya,Grebenski,Гребенская,Гребенски;43.53086;46.37174;P;PPL;RU;;12;;;;5066;;13;Europe/Moscow;04.08.2012
805755;Yasnaya Polyana;Yasnaya Polyana;Jasnaja Poljana,Yasnaya Polyana,Ясная Поляна;44.0225;42.7539;P;PPL;RU;;70;;;;5064;;747;Europe/Moscow;19.01.2012
1489863;Tayzhina;Tayzhina;TAJZHINA,Tajzhina,Tajzjina,Tayzhina,ТАЙЖИНА,Тайжина;53.6679;87.4362;P;PPL;RU;;29;;;;5063;;337;Asia/Novokuznetsk;17.01.2012
488864;Starocherkasskaya;Starocherkasskaya;Starocherkassk,Starocherkasskaja,Starocherkasskaya,Starotsjerkasskaja,Старочеркасская;47.24077;40.04186;P;PPL;RU;;61;;;;5060;;2;Europe/Moscow;17.01.2012
535695;Lesnoy Gorodok;Lesnoy Gorodok;Lesnoj Gorodok,Lesnoy Gorodok,Лесной Городок;55.63893;37.2083;P;PPL;RU;;47;;;;5056;;201;Europe/Moscow;17.01.2012
571702;Nogamerzin-Yurt;Nogamerzin-Yurt;Bratskiy,Bratskoe,Bratskoje,Bratskoye,Lomaz-Jurt,Lomaz-Yurt,NogIamirzin-Jurt,Nogaj-Mirza-Jurt,Nogamerzin-Jurt,Nogamerzin-Yurt,Nogamirzin-Yurt,Nogay-Mirza,Nogay-Mirza-Yurt,Nomaz-Jurt,Nomaz-Yurt,Noamirzin-Yurt,Братское,Ломаз-Юрт,НогІамирзин-Юрт,Ногай-Мирза-Юрт,Ногамерзин-Юрт,Номаз-Юрт;43.65361;44.88889;P;PPL;RU;;12;;;;5053;;151;Europe/Moscow;04.08.2012
519473;Novaya Tavolzhanka;Novaya Tavolzhanka;Nov.Tavolzhanka,Novaja Tavolzhanka,Novaya Tavolzhanka,Novotavolzhanka,Нов.Таволжанка,Новая Таволжанка;50.35123;36.8298;P;PPL;RU;;9;;;;5053;;111;Europe/Moscow;17.01.2012
509487;Pindushi;Pindushi;Pindushi,Pindusji,Пиндуши;62.91519;34.57996;P;PPL;RU;;28;;;;5053;;56;Europe/Moscow;17.01.2012
552830;Karakulino;Karakulino;Karakulino,Каракулино;56.012;53.70669;P;PPL;RU;;80;;;;5052;;112;Europe/Samara;17.01.2012
1540475;Turtas;Turtas;Turtas,Туртас;58.93867;69.13393;P;PPL;RU;;78;;;;5050;;60;Asia/Yekaterinburg;05.08.2012
1506268;Gornopravdinsk;Gornopravdinsk;Filinskoye,Gorno-Filinskoye,Gornopravdinsk,Горноправдинск;60.05;69.9;P;PPL;RU;;32;;;;5048;;43;Asia/Yekaterinburg;17.01.2012
496503;Seshcha;Seshcha;Seshcha,Seshchinskiy,Seshha,Sesjtsja,Сеща;53.7361;33.3387;P;PPL;RU;;10;;;;5038;;207;Europe/Moscow;17.01.2012
1491006;Staroaleyskoye;Staroaleyskoye;Staroalejskoe,Staroalejskoje,Staroaleyskoye,Староалейское;51.00611;82;P;PPL;RU;;4;;;;5037;;298;Asia/Omsk;17.01.2012
584308;Achit;Achit;ACHIT,Achit,Achitskoye,АЧИТ,Ачит;56.7985;57.8994;P;PPL;RU;;71;;;;5036;;233;Asia/Yekaterinburg;17.01.2012
474902;Lakkha Nvre;Lakkha Nevre;Lakkha Nevre,Lakkha Nvre,Verkhnij Naur,Verkhniy Naur,Verxnii Naur,Верхний Наур,Лакха Нёвре;43.61033;45.24542;P;PPL;RU;;12;;;;5036;;80;Europe/Moscow;29.11.2008
575413;Bokovskaya;Bokovskaya;Bokovskaja,Bokovskaya,Боковская;49.22899;41.8306;P;PPL;RU;;61;;;;5032;;94;Europe/Moscow;17.01.2012
554363;Kalashnikovo;Kalashnikovo;KALASHNIKOVO,Kalashnikovo,Kalasjnikovo,КАЛАШНИКОВО,Калашниково;57.28237;35.22617;P;PPL;RU;;77;;;;5032;;204;Europe/Moscow;17.01.2012
584059;Agalatovo;Agalatovo;Agalatova,Agalatovo,Ohalatva,Агалатово;60.2195;30.27388;P;PPL;RU;;42;;;;5028;;84;Europe/Moscow;17.01.2012
510997;Pervomayskaya;Pervomayskaya;MamakIin KIotar,Mamakhin Khotar,Mamakkhaj-Jurt,Mamakkhin kIotar,Mamaqay-Yurt,Mamaqin khotar,PERVOMAJSKAJA,Pervomajskaja,Pervomayskaya,Pervomayskoye,Perwomaiskaja,Perwomaiskoje,МамакІин КІотар,Мамакхай-Юрт,Мамакхин кІотар,ПЕРВОМАЙСКАЯ,Первомайская;43.40331;45.52344;P;PPL;RU;;12;;;;5026;;189;Europe/Moscow;04.08.2012
1510821;Baryshevo;Baryshevo;Barysheva,Baryshevo,Barysjevo,Барышево;54.9564;83.1822;P;PPL;RU;;53;;;;5024;;119;Asia/Novosibirsk;17.01.2012
1494790;Podgornoye;Podgornoye;Podgornoe,Podgornoje,Podgornoye,Подгорное;57.78861;82.65194;P;PPL;RU;;75;;;;5024;;97;Asia/Novosibirsk;17.01.2012
507479;Pokrovo-Prigorodnoye;Pokrovo-Prigorodnoye;Pokrovo-Prigorodnoe,Pokrovo-Prigorodnoje,Pokrovo-Prigorodnoye,Pokrovsko-Prigorodnoye,Покрово-Пригородное;52.68405;41.41752;P;PPL;RU;;72;;;;5012;;158;Europe/Moscow;17.01.2012
499528;Sadovoye;Sadovoye;Pervoye Sadovoye,Sadovoe,Sadovoje,Sadovoye,Sadovoye Pervoye,Sadovoye Vtoroye,Садовое;51.53111;40.50194;P;PPL;RU;;86;;;;5011;;102;Europe/Moscow;17.01.2012
493997;Shkurinskaya;Shkurinskaya;Schkurinskaja,Shkurinskaja,Shkurinskaya,Sjkurinskaja,Шкуринская;46.5858;39.3599;P;PPL;RU;;38;;;;5005;;8;Europe/Moscow;17.01.2012
565108;Doschatoye;Doschatoye;DOSCHATOE,Doschatoe,Doschatoye,Doshchatoye,Dostsjatoje,ДОСЧАТОЕ,Досчатое;55.3886;42.1032;P;PPL;RU;;51;;;;5004;;118;Europe/Moscow;28.02.2012
